3684,FabulousBakerBoys,The(1989),Drama,Romance,,,,,,
3685,Prizzi'sHonor(1985),Comedy,Drama,Romance,,,,,
3686,Flatliners(1990),Horror,Sci-Fi,Thriller,,,,,
3687,LightYears(Gandahar)(1988),Adventure,Animation,Fantasy,Sci-Fi,,,,
3688,Porky's(1981),Comedy,,,,,,,
3689,Porky'sII,,,,,,,,
3690,Porky'sRevenge(1985),Comedy,,,,,,,
3691,PrivateSchool(1983),Comedy,,,,,,,
3692,ClassofNuke'EmHigh(1986),Comedy,Horror,,,,,,
3693,ToxicAvenger,The(1985),Comedy,Horror,,,,,,
3694,ToxicAvenger,PartII,The(1989),Comedy,Horror,,,,,,
3695,ToxicAvengerPartIII,,,,,,,,
3696,NightoftheCreeps(1986),Comedy,Horror,Sci-Fi,,,,,
3697,Predator2(1990),Action,Sci-Fi,Thriller,,,,,
3698,RunningMan,The(1987),Action,Adventure,Sci-Fi,,,,,
3699,Starman(1984),Adventure,Drama,Romance,Sci-Fi,,,,
3700,BrotherfromAnotherPlanet,The(1984),Drama,Sci-Fi,,,,,,
3701,AlienNation(1988),Crime,Drama,Sci-Fi,,,,,
3702,MadMax(1979),Action,Adventure,Sci-Fi,,,,,
3703,RoadWarrior,The(MadMax2)(1981),Action,Adventure,Sci-Fi,,,,,
3704,MadMaxBeyondThunderdome(1985),Action,Adventure,Sci-Fi,,,,,
3705,BirdonaWire(1990),Action,Comedy,Romance,,,,,
3706,AngelHeart(1987),Horror,Mystery,Thriller,,,,,
3707,Nine1/2Weeks(1986),Drama,Romance,,,,,,
3708,Firestarter(1984),Horror,Thriller,,,,,,
3709,Sleepwalkers(1992),Horror,,,,,,,
3710,ActionJackson(1988),Action,Comedy,Crime,Thriller,,,,
3711,Sarafina!(1992),Drama,,,,,,,
3712,Soapdish(1991),Comedy,,,,,,,
3713,LongWalkHome,The(1990),Drama,,,,,,,
3714,Clara'sHeart(1988),Drama,,,,,,,
3715,Burglar(1987),Comedy,Crime,,,,,,
3716,FatalBeauty(1987),Action,Comedy,Crime,Drama,,,,
3717,Gonein60Seconds(2000),Action,Crime,,,,,,
3718,AmericanPimp(1999),Documentary,,,,,,,
3719,Love'sLabour'sLost(2000),Comedy,Romance,,,,,,
3720,Sunshine(1999),Drama,,,,,,,
3721,Trixie(2000),Comedy,Crime,Mystery,,,,,
3722,AmericanVirgin(2000),Comedy,,,,,,,
3723,Hamlet(1990),Drama,,,,,,,
3724,ComingHome(1978),Drama,War,,,,,,
3725,AmericanPop(1981),Animation,Musical,,,,,,
3726,AssaultonPrecinct13(1976),Action,Thriller,,,,,,
3727,NearDark(1987),Horror,Western,,,,,,
3728,OneFalseMove(1992),Crime,Drama,Film-Noir,Thriller,,,,
3729,Shaft(1971),Action,Crime,Drama,Thriller,,,,
3730,Conversation,The(1974),Drama,Mystery,,,,,,
3731,Cutter'sWay(1981),Drama,Thriller,,,,,,
3732,Fury,The(1978),Horror,,,,,,,
3733,PaperChase,The(1973),Drama,,,,,,,
3734,PrinceoftheCity(1981),Drama,,,,,,,
3735,Serpico(1973),Crime,Drama,,,,,,
3736,AceintheHole(a.k.a.BigCarnival,The)(1951),Drama,,,,,,,
3737,LonelyAretheBrave(1962),Drama,Western,,,,,,
3738,SugarlandExpress,The(1974),Drama,,,,,,,
3739,TroubleinParadise(1932),Comedy,Romance,,,,,,
3740,BigTroubleinLittleChina(1986),Action,Adventure,Comedy,Fantasy,,,,
3741,Badlands(1973),Crime,Drama,Thriller,,,,,
3742,BattleshipPotemkin,The(BronenosetsPotyomkin)(1925),Drama,War,,,,,,
3743,BoysandGirls(2000),Comedy,Romance,,,,,,
3744,Shaft(2000),Action,Crime,Thriller,,,,,
3745,TitanA.E.(2000),Action,Adventure,Animation,Sci-Fi,,,,
3746,Butterfly(LaLenguadelasmariposas)(1999),Drama,,,,,,,
3747,Jesus'Son(1999),Drama,,,,,,,
3748,Match,The(1999),Comedy,Romance,,,,,,
3749,TimeRegained(Tempsretrouvé,Le)(1999),Drama,,,,,,,
3750,Boricua'sBond(2000),Drama,,,,,,,
3751,ChickenRun(2000),Animation,Children,Comedy,,,,,
3752,Me,MyselfandIrene(2000),Adventure,Comedy,,,,,,
3753,Patriot,The(2000),Action,Drama,War,,,,,
3754,AdventuresofRockyandBullwinkle,The(2000),Adventure,Animation,Children,Comedy,Fantasy,,,
3755,PerfectStorm,The(2000),Drama,Thriller,,,,,,
3756,GoldenBowl,The(2000),Drama,,,,,,,
3757,Asylum(1972),Horror,,,,,,,
3758,Communion(1989),Drama,Sci-Fi,Thriller,,,,,
3759,FunandFancyFree(1947),Animation,Children,Musical,,,,,
3760,KentuckyFriedMovie,The(1977),Comedy,,,,,,,
3761,BoundbyHonor(a.k.a.BloodIn,BloodOut)(1993),Action,Crime,Drama,Thriller,,,,
3762,DaughterofDr.Jeckyll(1957),Horror,,,,,,,
3763,F/X(1986),Action,Crime,Thriller,,,,,
3764,F/X2(a.k.a.F/X2-TheDeadlyArtofIllusion)(1991),Action,Crime,Thriller,,,,,
3765,HotSpot,The(1990),Crime,Drama,Romance,,,,,
3766,MissinginAction(1984),Action,War,,,,,,
3767,MissinginAction2,,,,,,,,
3768,Braddock,,,,,,,,
3769,ThunderboltandLightfoot(1974),Action,,,,,,,
3770,Dreamscape(1984),Adventure,Crime,Sci-Fi,Thriller,,,,
3771,GoldenVoyageofSinbad,The(1974),Action,Adventure,,,,,,
3772,HatchetFortheHoneymoon(IlRossoSegnoDellaFollia)(1970),Fantasy,Horror,Thriller,,,,,
3773,HouseParty(1990),Comedy,,,,,,,
3774,HouseParty2(1991),Comedy,,,,,,,
3775,MakeMineMusic(1946),Animation,Children,Musical,,,,,
3776,MelodyTime(1948),Animation,Children,Musical,,,,,
3777,Nekromantik(1987),Comedy,Horror,,,,,,
3778,OnOurMerryWay(1948),Comedy,Drama,,,,,,
3779,ProjectMoonBase(1953),Sci-Fi,,,,,,,
3780,RocketshipX-M(1950),Sci-Fi,,,,,,,
3781,ShaftinAfrica(1973),Action,Crime,,,,,,
3782,Shaft'sBigScore!(1972),Action,Crime,,,,,,
3783,Croupier(1998),Crime,Drama,,,,,,
3784,Kid,The(2000),Comedy,,,,,,,
3785,ScaryMovie(2000),Comedy,Horror,,,,,,
3786,ButI'maCheerleader(1999),Comedy,,,,,,,
3787,Shower(Xizao)(1999),Comedy,,,,,,,
3788,Blow-Up(Blowup)(1966),Drama,Mystery,,,,,,
3789,Pawnbroker,The(1964),Drama,,,,,,,
3790,Groove(2000),Drama,,,,,,,
3791,Footloose(1984),Drama,,,,,,,
3792,DuelintheSun(1946),Western,,,,,,,
3793,X-Men(2000),Action,Adventure,Sci-Fi,,,,,
3794,Chuck&Buck(2000),Comedy,Drama,,,,,,
3795,FiveSenses,The(1999),Drama,,,,,,,
3796,WisdomofCrocodiles,The(a.k.a.Immortality)(2000),Romance,Thriller,,,,,,
3797,InCrowd,The(2000),Thriller,,,,,,,
3798,WhatLiesBeneath(2000),Thriller,,,,,,,
3799,PokémontheMovie2000(2000),Animation,Children,,,,,,
3800,CriminalLovers(LesAmantsCriminels)(1999),Crime,Drama,Romance,Thriller,,,,
3801,AnatomyofaMurder(1959),Drama,Mystery,,,,,,
3802,Freejack(1992),Action,Sci-Fi,,,,,,
3803,Greaser'sPalace(1972),Comedy,Drama,Western,,,,,
3804,H.O.T.S.(1979),Comedy,,,,,,,
3805,Knightriders(1981),Action,Adventure,Drama,,,,,
3806,MacKenna'sGold(1969),Western,,,,,,,
3807,SinbadandtheEyeoftheTiger(1977),Action,Adventure,,,,,,
3808,TwoWomen(LaCiociara)(1961),Drama,War,,,,,,
3809,WhatAboutBob?(1991),Comedy,,,,,,,
3810,WhiteSands(1992),Drama,Thriller,,,,,,
3811,BreakerMorant(1980),Drama,War,,,,,,
3812,EverythingYouAlwaysWantedtoKnowAboutSex(1972),Comedy,,,,,,,
3813,Interiors(1978),Drama,,,,,,,
3814,LoveandDeath(1975),Comedy,,,,,,,
3816,OfficialStory,The(LaHistoriaoficial)(1985),Drama,,,,,,,
3817,OtherSideofSunday,The(Søndagsengler)(1996),Comedy,Drama,,,,,,
3818,PotO'Gold(1941),Comedy,Musical,,,,,,
3819,Tampopo(1985),Comedy,,,,,,,
3820,ThomasandtheMagicRailroad(2000),Children,,,,,,,
3821,NuttyProfessorII,,,,,,,,
3822,GirlontheBridge,The(LaFillesurlePont)(1999),Drama,Romance,,,,,,
3823,Wonderland(1999),Drama,,,,,,,
3824,AutumninNewYork(2000),Drama,Romance,,,,,,
3825,CoyoteUgly(2000),Drama,,,,,,,
3826,HollowMan(2000),Horror,Sci-Fi,Thriller,,,,,
3827,SpaceCowboys(2000),Action,Adventure,Comedy,Sci-Fi,,,,
3828,BetterLiving(1998),Comedy,,,,,,,
3829,MadAboutMambo(2000),Comedy,Romance,,,,,,
3830,PsychoBeachParty(2000),Comedy,Horror,Thriller,,,,,
3831,SavingGrace(2000),Comedy,,,,,,,
3832,BlackSabbath(Trevoltidellapaura,I)(1963),Horror,,,,,,,
3833,BrainThatWouldn'tDie,The(1962),Horror,Sci-Fi,,,,,,
3834,BroncoBilly(1980),Adventure,Drama,Romance,,,,,
3835,Crush,The(1993),Thriller,,,,,,,
3836,Kelly'sHeroes(1970),Action,Comedy,War,,,,,
3837,PhantasmII(1988),Horror,,,,,,,
3838,PhantasmIII,,,,,,,,
3839,PhantasmIV,,,,,,,,
3840,Pumpkinhead(1988),Horror,,,,,,,
3841,AirAmerica(1990),Action,Comedy,,,,,,
3843,SleepawayCamp(1983),Horror,,,,,,,
3844,SteelMagnolias(1989),Drama,,,,,,,
3845,...AndGodCreatedWoman(EtDieu...créalafemme)(1956),Drama,,,,,,,
3846,EasyMoney(1983),Comedy,,,,,,,
3847,Ilsa,SheWolfoftheSS(1974),Horror,,,,,,,
3848,SilentFall(1994),Drama,Thriller,,,,,,
3849,SpiralStaircase,The(1946),Thriller,,,,,,,
3850,WhateverHappenedtoAuntAlice?(1969),Crime,Thriller,,,,,,
3851,I'mtheOneThatIWant(2000),Comedy,,,,,,,
3852,TaoofSteve,The(2000),Comedy,,,,,,,
3853,TicCode,The(1998),Drama,,,,,,,
3854,Aimée&Jaguar(1999),Drama,Romance,War,,,,,
3855,AffairofLove,An(Uneliaisonpornographique)(1999),Drama,Romance,,,,,,
3856,AutumnHeart,The(1999),Drama,,,,,,,
3857,BlesstheChild(2000),Thriller,,,,,,,
3858,CecilB.DeMented(2000),Comedy,,,,,,,
3859,EyesofTammyFaye,The(2000),Documentary,,,,,,,
3860,Opportunists,The(2000),Comedy,Crime,Drama,,,,,
3861,Replacements,The(2000),Comedy,,,,,,,
3862,AboutAdam(2000),Comedy,,,,,,,
3863,Cell,The(2000),Drama,Horror,Thriller,,,,,
3864,Godzilla2000(Gojirani-senmireniamu)(1999),Action,Adventure,Sci-Fi,,,,,
3865,OriginalKingsofComedy,The(2000),Comedy,Documentary,,,,,,
3866,SunsetStrip(2000),Comedy,,,,,,,
3867,AlltheRage(a.k.a.It'stheRage)(1999),Drama,,,,,,,
3868,NakedGun,,,,,,,,
3869,NakedGun21/2,,,,,,,,
3870,OurTown(1940),Drama,,,,,,,
3871,Shane(1953),Drama,Western,,,,,,
3872,Suddenly,LastSummer(1959),Drama,,,,,,,
3873,CatBallou(1965),Comedy,Western,,,,,,
3874,CouchinNewYork,A(1996),Comedy,Drama,Romance,,,,,
3875,DevilRidesOut,The(1968),Horror,,,,,,,
3876,JerryandTom(1998),Comedy,Crime,Drama,,,,,
3877,Supergirl(1984),Action,Adventure,Fantasy,,,,,
3878,X,,,,,,,,
3879,ArtofWar,The(2000),Action,Thriller,,,,,,
3880,BalladofRamblin'Jack,The(2000),Documentary,,,,,,,
3881,Phish,,,,,,,,
3882,BringItOn(2000),Comedy,,,,,,,
3883,CatfishinBlackBeanSauce(2000),Comedy,Drama,,,,,,
3884,Crew,The(2000),Comedy,,,,,,,
3885,Love&Sex(2000),Comedy,Romance,,,,,,
3886,StealThisMovie!(2000),Drama,,,,,,,
3887,WenttoConeyIslandonaMissionFromGod...BeBackbyFive(1998),Drama,,,,,,,
3888,SkippedParts(2000),Drama,Romance,,,,,,
3889,Highlander,,,,,,,,
3890,BackStage(2000),Documentary,,,,,,,
3891,TurnItUp(2000),Crime,Drama,,,,,,
3892,Anatomy(Anatomie)(2000),Horror,,,,,,,
3893,NurseBetty(2000),Comedy,Crime,Drama,Romance,Thriller,,,
3894,Solas(1999),Drama,,,,,,,
3895,Watcher,The(2000),Crime,Thriller,,,,,,
3896,WayoftheGun,The(2000),Crime,Thriller,,,,,,
3897,AlmostFamous(2000),Adventure,Comedy,Drama,Musical,,,,
3898,Bait(2000),Action,Comedy,,,,,,
3899,Circus(2000),Comedy,,,,,,,
3900,CrimeandPunishmentinSuburbia(2000),Comedy,Drama,,,,,,
3901,Duets(2000),Comedy,Drama,,,,,,
3902,GoyainBordeaux(GoyaenBurdeos)(1999),Drama,,,,,,,
3903,Urbania(2000),Drama,,,,,,,
3904,UninvitedGuest,An(1999),Drama,,,,,,,
3905,Specials,The(2000),Comedy,,,,,,,
3906,UnderSuspicion(2000),Crime,Thriller,,,,,,
3907,PrinceofCentralPark,The(1999),Action,Adventure,Drama,,,,,
3908,UrbanLegends,,,,,,,,
3909,WomanonTop(2000),Comedy,Romance,,,,,,
3910,DancerintheDark(2000),Drama,Musical,,,,,,
3911,BestinShow(2000),Comedy,,,,,,,
3912,Beautiful(2000),Comedy,Drama,,,,,,
3913,BarenakedinAmerica(1999),Documentary,,,,,,,
3914,BrokenHeartsClub,The(2000),Drama,,,,,,,
3915,Girlfight(2000),Drama,,,,,,,
3916,RemembertheTitans(2000),Drama,,,,,,,
3917,Hellraiser(1987),Horror,,,,,,,
3918,Hellbound,,,,,,,,
3919,HellraiserIII,,,,,,,,
3920,Faraway,SoClose(InweiterFerne,sonah!)(1993),Drama,Fantasy,Mystery,Romance,,,,
3921,BeachParty(1963),Comedy,,,,,,,
3922,BikiniBeach(1964),Comedy,,,,,,,
3923,ReturnoftheFly(1959),Horror,Sci-Fi,,,,,,
3924,PajamaParty(1964),Comedy,,,,,,,
3925,StrangerThanParadise(1984),Comedy,Drama,,,,,,
3926,VoyagetotheBottomoftheSea(1961),Adventure,Sci-Fi,,,,,,
3927,FantasticVoyage(1966),Adventure,Sci-Fi,,,,,,
3928,AbbottandCostelloMeetFrankenstein(1948),Comedy,Horror,,,,,,
3929,BankDick,The(1940),Comedy,,,,,,,
3930,CreaturefromtheBlackLagoon,The(1954),Adventure,Horror,Sci-Fi,,,,,
3931,GiantGilaMonster,The(1959),Horror,Sci-Fi,,,,,,
3932,InvisibleMan,The(1933),Horror,Sci-Fi,,,,,,
3933,KillerShrews,The(1959),Horror,Sci-Fi,,,,,,
3934,Kronos(1957),Sci-Fi,,,,,,,
3936,PhantomoftheOpera(1943),Horror,Musical,Thriller,,,,,
3937,Runaway(1984),Sci-Fi,Thriller,,,,,,
3938,SlumberPartyMassacre,The(1982),Horror,,,,,,,
3939,SlumberPartyMassacreII(1987),Horror,,,,,,,
3940,SlumberPartyMassacreIII(1990),Horror,,,,,,,
3941,SororityHouseMassacre(1986),Horror,,,,,,,
3942,SororityHouseMassacreII(1990),Horror,,,,,,,
3943,Bamboozled(2000),Comedy,,,,,,,
3944,Bootmen(2000),Comedy,Drama,,,,,,
3945,Digimon,,,,,,,,
3946,GetCarter(2000),Action,Drama,Thriller,,,,,
3947,GetCarter(1971),Action,Crime,Drama,Thriller,,,,
3948,MeettheParents(2000),Comedy,,,,,,,
3949,RequiemforaDream(2000),Drama,,,,,,,
3950,Tigerland(2000),Drama,,,,,,,
3951,TwoFamilyHouse(2000),Drama,,,,,,,
3952,Contender,The(2000),Drama,,,,,,,
3953,Dr.TandtheWomen(2000),Comedy,Romance,,,,,,
3954,JustLooking(1999),Comedy,,,,,,,
3955,LadiesMan,The(2000),Comedy,,,,,,,
3956,LostSouls(2000),Horror,Thriller,,,,,,
3957,BillyJack(1971),Drama,,,,,,,
3958,BillyJackGoestoWashington(1977),Drama,,,,,,,
3959,TimeMachine,The(1960),Action,Adventure,Sci-Fi,,,,,
3960,Haunted(1995),Drama,Thriller,,,,,,
3961,Ghoulies(1985),Horror,,,,,,,
3962,GhouliesII(1987),Comedy,Horror,,,,,,
3963,UnsinkableMollyBrown,The(1964),Musical,,,,,,,
3964,AdventuresofIchabodandMr.Toad,The(1949),Animation,Children,,,,,,
3965,StrangeLoveofMarthaIvers,The(1946),Drama,Film-Noir,,,,,,
3966,Detour(1945),Crime,Film-Noir,,,,,,
3967,BillyElliot(2000),Drama,,,,,,,
3968,Bedazzled(2000),Comedy,,,,,,,
3969,PayItForward(2000),Children,Drama,,,,,,
3970,Beyond,The(EtuVivrainelTerrore-L'aldilà)(1981),Horror,,,,,,,
3971,PrivateEyes,The(1981),Comedy,Mystery,,,,,,
3972,LegendofDrunkenMaster,The(JuiKuenII)(1994),Action,Comedy,,,,,,
3973,BookofShadows,,,,,,,,
3974,LittleVampire,The(2000),Adventure,Children,,,,,,
3975,LuckyNumbers(2000),Comedy,Drama,,,,,,
3976,Stardom(2000),Comedy,Drama,,,,,,
3977,Charlie'sAngels(2000),Action,Comedy,,,,,,
3978,LegendofBaggerVance,The(2000),Drama,Romance,,,,,,
3979,LittleNicky(2000),Comedy,,,,,,,
3980,MenofHonor(2000),Drama,,,,,,,
3981,RedPlanet(2000),Action,Sci-Fi,Thriller,,,,,
3982,What'sCooking?(2000),Drama,,,,,,,
3983,YouCanCountonMe(2000),Drama,,,,,,,
3984,DiamondsAreForever(1971),Action,Adventure,Thriller,,,,,
3985,EagleHasLanded,The(1976),Drama,War,,,,,,
3986,6thDay,The(2000),Action,Sci-Fi,Thriller,,,,,
3987,Bounce(2000),Drama,Romance,,,,,,
3988,HowtheGrinchStoleChristmas(a.k.a.TheGrinch)(2000),Children,Comedy,Fantasy,,,,,
3989,OneDayinSeptember(1999),Documentary,,,,,,,
3990,RugratsinParis,,,,,,,,
3991,102Dalmatians(2000),Children,Comedy,,,,,,
3992,Malèna(2000),Comedy,Drama,Romance,War,,,,
3993,Quills(2000),Drama,Thriller,,,,,,
3994,Unbreakable(2000),Drama,Sci-Fi,Thriller,,,,,
3995,BoysLife3(2000),Drama,,,,,,,
3996,CrouchingTiger,HiddenDragon(Wuhuzanglong)(2000),Action,Adventure,Drama,Fantasy,,,,
3997,Dungeons&Dragons(2000),Adventure,Fantasy,,,,,,
3998,ProofofLife(2000),Drama,,,,,,,
3999,VerticalLimit(2000),Action,Adventure,,,,,,
4000,Bounty,The(1984),Adventure,Drama,,,,,,
4001,CodeofSilence(1985),Action,,,,,,,
4002,Planes,Trains&Automobiles(1987),Adventure,Comedy,Drama,,,,,
4003,She'sHavingaBaby(1988),Comedy,,,,,,,
4004,SecretsoftheHeart(SecretosdelCorazón)(1997),Drama,,,,,,,
4005,LivingDaylights,The(1987),Action,Adventure,,,,,,
4006,Transformers,,,,,,,,
4007,WallStreet(1987),Drama,,,,,,,
4008,BornontheFourthofJuly(1989),Drama,War,,,,,,
4009,TalkRadio(1988),Drama,,,,,,,
4010,Brewster'sMillions(1985),Comedy,,,,,,,
4011,Snatch(2000),Action,Comedy,Crime,Thriller,,,,
4012,Punchline(1988),Comedy,Drama,,,,,,
4013,Mr.Accident(2000),Comedy,,,,,,,
4014,Chocolat(2000),Comedy,Romance,,,,,,
4015,Dude,Where'sMyCar?(2000),Comedy,Sci-Fi,,,,,,
4016,Emperor'sNewGroove,The(2000),Adventure,Animation,Children,Comedy,Fantasy,,,
4017,Pollock(2000),Drama,,,,,,,
4018,WhatWomenWant(2000),Comedy,Romance,,,,,,
4019,FindingForrester(2000),Drama,,,,,,,
4020,Gift,The(2000),Thriller,,,,,,,
4021,BeforeNightFalls(2000),Drama,,,,,,,
4022,CastAway(2000),Drama,,,,,,,
4023,FamilyMan,The(2000),Comedy,Drama,Romance,,,,,
4024,HouseofMirth,The(2000),Romance,,,,,,,
4025,MissCongeniality(2000),Action,Comedy,,,,,,
4026,NowheretoHide(Injeongsajeongbolgeoteobtda)(1999),Action,Comedy,Crime,Thriller,,,,
4027,OBrother,WhereArtThou?(2000),Adventure,Comedy,Crime,,,,,
4028,Songcatcher(2000),Drama,,,,,,,
4029,StateandMain(2000),Comedy,Drama,,,,,,
4030,Dracula2000(2000),Horror,,,,,,,
4031,AllthePrettyHorses(2000),Drama,Romance,Western,,,,,
4032,EverlastingPiece,An(2000),Comedy,,,,,,,
4033,ThirteenDays(2000),Drama,Thriller,War,,,,,
4034,Traffic(2000),Crime,Drama,Thriller,,,,,
4035,Claim,The(2000),Romance,Western,,,,,,
4036,ShadowoftheVampire(2000),Drama,Horror,,,,,,
4037,HouseofGames(1987),Crime,Film-Noir,Mystery,Thriller,,,,
4038,KillMeAgain(1989),Crime,Drama,Thriller,,,,,
4039,Annie(1982),Children,Musical,,,,,,
4040,Don'tTellMomtheBabysitter'sDead(1991),Comedy,,,,,,,
4041,OfficerandaGentleman,An(1982),Drama,Romance,,,,,,
4042,Alamo,The(1960),Action,Drama,War,Western,,,,
4043,AtCloseRange(1986),Crime,Drama,,,,,,
4044,Breaker!Breaker!(1977),Action,Adventure,Crime,,,,,
4045,BreakheartPass(1975),Western,,,,,,,
4046,FriendlyPersuasion(1956),Drama,,,,,,,
4047,Gettysburg(1993),Drama,War,,,,,,
4048,ImaginaryCrimes(1994),Drama,,,,,,,
4049,RanchoDeluxe(1975),Comedy,Western,,,,,,
4050,St.FrancisvilleExperiment,The(2000),Horror,Thriller,,,,,,
4051,HorrorsofSpiderIsland(EinToterHingimNetz)(1960),Horror,Sci-Fi,,,,,,
4052,Antitrust(2001),Thriller,,,,,,,
4053,DoubleTake(2001),Action,Comedy,,,,,,
4054,SavetheLastDance(2001),Drama,Romance,,,,,,
4055,Panic(2000),Drama,,,,,,,
4056,Pledge,The(2001),Crime,Drama,Mystery,Thriller,,,,
4057,KidsWorld(2000),Adventure,Children,Comedy,,,,,
4058,Personals,The(Zhenghunqishi)(1998),Drama,,,,,,,
4059,AmatiGirls,The(2000),Drama,,,,,,,
4060,LoveField(1992),Drama,,,,,,,
4061,ManintheMoon,The(1991),Drama,Romance,,,,,,
4062,MysticPizza(1988),Comedy,Drama,Romance,,,,,
4063,PreludetoaKiss(1992),Comedy,Drama,Romance,,,,,
4064,Coffy(1973),Action,Crime,Drama,,,,,
4065,FoxyBrown(1974),Action,Crime,Drama,,,,,
4066,I'mGonnaGitYouSucka(1988),Action,Comedy,,,,,,
4067,UntamedHeart(1993),Drama,Romance,,,,,,
4068,Sugar&Spice(2001),Comedy,,,,,,,
4069,WeddingPlanner,The(2001),Comedy,Romance,,,,,,
4070,Amy(1998),Comedy,Drama,,,,,,
4071,DogRun(1996),Drama,,,,,,,
4072,Faithless(Trolösa)(2000),Drama,Romance,,,,,,
4073,InvisibleCircus,The(2001),Drama,Romance,,,,,,
4074,LegendofRita,The(DieStillenachdemSchuß)(1999),Drama,,,,,,,
4075,Monkey'sTale,A(LesChâteaudessinges)(1999),Animation,Children,,,,,,
4076,TwoNinas(1999),Comedy,Romance,,,,,,
4077,WithaFriendLikeHarry...(Harry,unamiquivousveutdubien)(2000),Drama,Thriller,,,,,,
4078,AmazingGraceandChuck(1987),Drama,,,,,,,
4079,AmazonWomenontheMoon(1987),Comedy,Sci-Fi,,,,,,
4080,BabyBoom(1987),Comedy,,,,,,,
4081,BacktotheBeach(1987),Comedy,,,,,,,
4082,Barfly(1987),Comedy,Drama,Romance,,,,,
4083,BestSeller(1987),Thriller,,,,,,,
4084,BeverlyHillsCopII(1987),Action,Comedy,,,,,,
4085,BeverlyHillsCop(1984),Action,Comedy,Crime,Drama,,,,
4086,BigEasy,The(1987),Action,Crime,Mystery,Romance,Thriller,,,
4087,BigShots(1987),Adventure,Children,Comedy,,,,,
4088,BigTown,The(1987),Drama,Romance,Thriller,,,,,
4089,BorninEastL.A.(1987),Comedy,,,,,,,
4090,BraveLittleToaster,The(1987),Animation,Children,,,,,,
4091,Can'tBuyMeLove(1987),Comedy,Romance,,,,,,
4092,Cherry2000(1987),Romance,Sci-Fi,,,,,,
4093,Cop(1988),Thriller,,,,,,,
4094,CriticalCondition(1987),Comedy,,,,,,,
4095,CryFreedom(1987),Drama,,,,,,,
4096,Curse,The(a.k.a.TheFarm)(1987),Horror,Sci-Fi,,,,,,
4097,DeadofWinter(1987),Horror,Thriller,,,,,,
4098,Dead,The(1987),Drama,,,,,,,
4099,DeathBeforeDishonor(1987),Action,,,,,,,
4100,Disorderlies(1987),Comedy,,,,,,,
4101,DogsinSpace(1987),Drama,,,,,,,
4102,EddieMurphyRaw(1987),Comedy,,,,,,,
4103,EmpireoftheSun(1987),Drama,War,,,,,,
4104,ErnestGoestoCamp(1987),Comedy,,,,,,,
4105,EvilDead,The(1981),Fantasy,Horror,,,,,,
4106,ExtremePrejudice(1987),Action,,,,,,,
4107,FamilyViewing(1987),Drama,,,,,,,
4108,FiveCorners(1987),Drama,,,,,,,
4109,FlowersintheAttic(1987),Drama,Thriller,,,,,,
4110,FourthProtocol,The(1987),Thriller,,,,,,,
4111,GardensofStone(1987),Drama,War,,,,,,
4112,JuliaandJulia(GiuliaeGiulia)(1987),Drama,Mystery,Thriller,,,,,
4113,GlassMenagerie,The(1987),Drama,,,,,,,
4114,GoodMorning,Babylon(1987),Drama,,,,,,,
4115,HidingOut(1987),Comedy,,,,,,,
4116,HollywoodShuffle(1987),Comedy,,,,,,,
4117,HopeandGlory(1987),Comedy,Drama,War,,,,,
4118,HotPursuit(1987),Comedy,,,,,,,
4119,Housekeeping(1987),Comedy,Drama,,,,,,
4120,Hunk(1987),Comedy,,,,,,,
4121,Innerspace(1987),Action,Adventure,Comedy,Sci-Fi,,,,
4122,Ironweed(1987),Drama,,,,,,,
4123,Ishtar(1987),Comedy,,,,,,,
4124,Jaws,,,,,,,,
4125,LeonardPart6(1987),Comedy,Sci-Fi,,,,,,
4126,LessThanZero(1987),Drama,,,,,,,
4127,LikeFather,LikeSon(1987),Comedy,,,,,,,
4128,LostBoys,The(1987),Comedy,Horror,Thriller,,,,,
4129,MadeinHeaven(1987),Fantasy,Romance,,,,,,
4130,MaidtoOrder(1987),Comedy,Fantasy,,,,,,
4131,MakingMr.Right(1987),Comedy,Romance,Sci-Fi,,,,,
4132,Mannequin(1987),Comedy,Romance,,,,,,
4133,MastersoftheUniverse(1987),Action,Adventure,Comedy,Fantasy,Sci-Fi,,,
4134,MillionDollarMystery(1987),Comedy,,,,,,,
4135,MonsterSquad,The(1987),Adventure,Comedy,Horror,,,,,
4136,MonthintheCountry,A(1987),Drama,,,,,,,
4137,MorganStewart'sComingHome(1987),Comedy,,,,,,,
4138,MyDemonLover(1987),Comedy,Horror,,,,,,
4139,NoMan'sLand(1987),Crime,,,,,,,
4140,NorthShore(1987),Drama,Romance,,,,,,
4141,HeadOverHeels(2001),Comedy,Romance,,,,,,
4142,LeftBehind,,,,,,,,
4143,Valentine(2001),Horror,Mystery,,,,,,
4144,IntheMoodForLove(Fayeungninwa)(2000),Drama,Romance,,,,,,
4145,Fever(1999),Thriller,,,,,,,
4146,MillionDollarHotel,The(2001),Drama,Mystery,Romance,,,,,
4147,NicoandDani(Krámpack)(2000),Comedy,Drama,Romance,,,,,
4148,Hannibal(2001),Horror,Thriller,,,,,,
4149,SavingSilverman(2001),Comedy,,,,,,,
4150,Signs&Wonders(2001),Drama,,,,,,,
4151,TasteofOthers,The(LeGoûtdesautres)(2000),Comedy,Drama,Romance,,,,,
4152,Vatel(2000),Drama,,,,,,,
4153,DowntoEarth(2001),Comedy,Romance,,,,,,
4154,Recess,,,,,,,,
